,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,MGf h,MGs h,MGf a,MGs a,SGf h,SGs h,SGf a,SGs a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs,mediagol_fatti h,mediagol_subiti h,varianzagol_fatti h,varianzagol_subiti h,mediagol_fatti a,mediagol_subiti a,varianzagol_fatti a,varianzagol_subiti a
55,Atalanta-Fiorentina,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,3 , 0,2.0,1.5454545454545454,1.7320508075688772,1.213559752433836,1.0,1.7272727272727273,1.1832159566199232,1.1908743922772955
56,Bologna-Roma,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1 , 5,1.4545454545454546,2.0,1.3684762594679063,1.4832396974191326,2.1818181818181817,1.4545454545454546,1.834021909257456,1.4396969378057567
57,Napoli-Sampdoria,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2 , 1,2.4545454545454546,0.9090909090909092,1.809068067466582,1.044465935734187,1.4545454545454546,1.7272727272727273,1.0357254813546266,0.9045340337332908
58,Genoa-Juventus,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1 , 3,0.9090909090909092,2.0,1.1361818036340356,1.61245154965971,2.0,0.9090909090909092,1.0,0.5393598899705938
59,Milan-Parma,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,2 , 2,2.272727272727273,1.0,0.4670993664969137,1.0,1.0909090909090908,1.7272727272727273,0.9438798074485388,1.348399724926484
60,Udinese-Crotone,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,4.0,1.0,0 , 0,1.1666666666666667,1.25,1.2673044646258476,0.9653072991634228,0.8333333333333334,2.083333333333333,1.19341628287971,1.5642792899510294
61,Benevento-Lazio,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,1 , 1,1.0833333333333333,1.9166666666666667,0.90033663737852,1.7816403745544227,1.5,1.6666666666666667,1.0,1.302677894557859
62,Juventus-Atalanta,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1 , 1,1.9166666666666667,0.9166666666666666,0.996204919895622,0.5149286505444375,1.9166666666666667,1.5,1.6764862244009229,1.1677484162422844
63,Fiorentina-Sassuolo,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1 , 1,1.0,1.6666666666666667,1.1281521496355325,1.1547005383792517,1.8333333333333333,1.0833333333333333,1.5859229221975182,1.2401124093721454
64,Genoa-Milan,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2 , 2,1.0,2.0,1.1281521496355325,1.5374122295716148,2.25,1.0833333333333333,0.4522670168666454,0.996204919895622
65,Inter-Napoli,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,1 , 0,2.5,1.25,1.381698559415515,0.9653072991634228,2.25,0.9166666666666666,1.864744681524183,0.996204919895622
66,Parma-Cagliari,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,0 , 0,1.0,1.5833333333333333,0.9534625892455924,1.378954368902449,1.5,1.9166666666666667,1.243163121016122,1.378954368902449
67,Spezia-Bologna,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2 , 2,1.4166666666666667,2.083333333333333,0.90033663737852,1.5050420310248862,1.5,2.0,1.314257481345542,1.4142135623730951
68,Verona-Sampdoria,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1 , 2,1.3333333333333333,0.9166666666666666,1.0730867399773196,0.7929614610987592,1.5,1.6666666666666667,1.0,0.8876253645985945
69,Roma-Torino,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,4.0,2.0,2.0,3.0,3 , 1,2.25,1.4166666666666667,1.764549903980152,1.378954368902449,1.6666666666666667,2.5,0.9847319278346618,1.314257481345542
70,Fiorentina-Verona,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1 , 1,1.0,1.6153846153846154,1.0801234497346437,1.12089707663561,1.3076923076923077,0.9230769230769232,1.031553471276484,0.75955452531275
71,Sampdoria-Crotone,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,4.0,1.0,0.0,3 , 1,1.6153846153846154,1.6153846153846154,1.0439078454267836,0.869718492622904,0.8461538461538461,2.1538461538461537,1.1435437497937313,1.5191090506254998
72,Parma-Juventus,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0 , 4,0.9230769230769232,1.7692307692307692,0.9540735874430284,1.4806443503784736,2.076923076923077,0.8461538461538461,1.1151635501529555,0.5547001962252291
73,Torino-Bologna,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,5.0,2.0,1 , 1,1.6153846153846154,2.3846153846153846,0.9607689228305228,1.325296290046213,1.4615384615384617,1.9230769230769231,1.2659242088545832,1.3821202589704016
74,Benevento-Genoa,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2 , 0,1.1538461538461535,1.7692307692307692,0.8987170342729172,1.7867030229749128,0.9230769230769232,2.0,1.1151635501529558,1.4719601443879744
75,Cagliari-Udinese,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1 , 1,1.4615384615384617,1.8461538461538465,1.198289379030556,1.344504484072964,1.1538461538461535,1.2307692307692308,1.214231845389905,0.9268086959962986
76,Inter-Spezia,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,2 , 1,2.4615384615384617,1.2307692307692308,1.3301243435223522,0.9268086959962984,1.3846153846153846,2.076923076923077,0.869718492622904,1.4411533842457842
77,Sassuolo-Milan,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1 , 2,1.7692307692307692,1.1538461538461535,1.5358952955766088,1.214231845389905,2.230769230769231,1.0769230769230769,0.4385290096535146,0.9540735874430286
78,Atalanta-Roma,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,1.0,1.0,4 , 1,2.076923076923077,1.4615384615384617,1.7059473644448735,1.126601424298216,2.1538461538461537,1.6153846153846154,1.7246329970051526,1.5021352323976216
79,Lazio-Napoli,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,2 , 0,1.5384615384615383,1.5384615384615383,0.9674179220468452,1.3301243435223526,2.076923076923077,1.0,1.8912755158683452,1.0
80,Crotone-Parma,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2 , 1,0.9285714285714286,2.071428571428572,1.1411388181101378,1.491735474296541,0.9285714285714286,1.7857142857142858,0.91687476825319,1.4238934396479703
81,Juventus-Fiorentina,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0 , 3,1.9285714285714288,1.0,1.2066664642907567,0.7844645405527362,1.1428571428571428,1.5,1.167320591199077,1.1602387022306428
82,Verona-Inter,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1 , 2,1.2857142857142858,1.0,0.9944903161976936,0.7844645405527362,2.4285714285714284,1.2142857142857142,1.2838814775327387,0.892582375303981
83,Bologna-Atalanta,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,5.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,2 , 2,1.5,1.9285714285714288,1.224744871391589,1.3280573269766118,2.071428571428572,1.5,1.639150141632299,1.0919284281983377
84,Milan-Lazio,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,3 , 2,2.2857142857142856,1.1428571428571428,0.4688072309384955,0.9492622930986468,1.5714285714285714,1.6428571428571428,0.937614461876991,1.336306209562122
85,Napoli-Torino,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1 , 1,2.0,1.0,1.8397324220156,0.9607689228305228,1.5714285714285714,2.2857142857142856,0.937614461876991,1.3259870882635918
86,Roma-Cagliari,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,3 , 2,2.2142857142857144,1.6428571428571428,1.672334684416758,1.446860944737466,1.5,1.9285714285714288,1.1602387022306428,1.328057326976612
87,Sampdoria-Sassuolo,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2 , 3,1.6428571428571428,1.7142857142857142,1.0082080720186268,0.9138735334633752,1.8571428571428568,1.2142857142857142,1.5118578920369088,1.188313053066368
88,Spezia-Genoa,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1 , 2,1.3571428571428572,2.071428571428572,0.8418973861410953,1.384768001357057,1.0,1.9285714285714288,1.1094003924504583,1.4392458342578485
89,Udinese-Benevento,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0 , 2,1.0714285714285714,1.2857142857142858,1.2066664642907567,0.9138735334633754,1.2142857142857142,1.6428571428571428,0.892582375303981,1.7805419597217218
90,Inter-Crotone,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,4.0,1.0,0.0,3.0,1.0,6 , 2,2.6666666666666665,1.2666666666666666,1.543033499620919,0.883715101688537,1.0,2.333333333333333,1.1338934190276817,1.759328876372492
91,Atalanta-Sassuolo,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,5 , 1,2.2666666666666666,1.4666666666666666,1.7511900715418265,1.0600988273786194,1.8,1.4666666666666666,1.4735767952260148,1.505545305418162
92,Cagliari-Napoli,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1 , 4,1.4666666666666666,2.066666666666667,1.125462867742275,1.3870146083619754,2.1333333333333333,1.0,1.8464895909600487,0.9258200997725514
93,Fiorentina-Bologna,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,0 , 0,1.0666666666666669,1.4,1.1629191512658792,1.1832159566199232,1.4,1.8,1.2421180068162376,1.3732131246511905
94,Genoa-Lazio,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,1 , 1,1.0,1.8666666666666667,1.0690449676496976,1.4074631010979934,1.5333333333333334,1.6,0.915475416434127,1.2983506020002014
95,Parma-Torino,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0 , 3,0.8666666666666667,1.8666666666666667,0.9154754164341268,1.4074631010979934,1.6666666666666667,2.1333333333333333,0.9759000729485332,1.4074631010979934
96,Roma-Sampdoria,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1 , 0,2.1333333333333333,1.5333333333333334,1.6417180315870614,1.4573295865416047,1.5333333333333334,1.6666666666666667,1.0600988273786194,0.8997354108424374
97,Spezia-Verona,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0 , 1,1.2666666666666666,2.0,0.883715101688537,1.3627702877384935,1.2666666666666666,0.9333333333333332,0.961150104723255,0.7988086367179801
98,Benevento-Milan,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0 , 2,1.1333333333333333,1.6666666666666667,0.9154754164341268,1.7182493859684491,2.2666666666666666,1.0666666666666669,0.4577377082170635,0.9611501047232548
99,Juventus-Udinese,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,4 , 1,2.066666666666667,1.0,1.2798809468443688,0.7559289460184544,1.0666666666666669,1.4666666666666666,1.1629191512658792,1.1254628677422756
100,Cagliari-Benevento,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1 , 2,1.4375,2.0625,1.0935416468216166,1.3400870618483465,1.1875,1.625,0.9105858919765156,1.6683325008322931
101,Atalanta-Parma,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,5.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,3.0,3 , 0,2.3125,1.375,1.7017148213885114,1.0878112581387147,0.8125,1.9375,0.9105858919765156,1.3889444433333775
102,Bologna-Udinese,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,2 , 2,1.4375,1.8125,1.2093386622447824,1.3275918047351754,1.125,1.5,1.1474609652039005,1.095445115010332
103,Crotone-Roma,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,6.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,0.0,1 , 3,1.0,2.375,1.095445115010332,1.707825127659933,2.1875,1.5,1.600781059358212,1.4142135623730951
104,Lazio-Fiorentina,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2 , 1,1.5625,1.5625,0.8920949127381756,1.2632629707758134,1.0625,1.4375,1.1236102527122116,1.1528949070347507
105,Sampdoria-Inter,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,2.0,2 , 1,1.5625,1.625,1.0307764064044151,0.8850612031567836,2.5625,1.3125,1.547847968417226,0.873212459828649
106,Sassuolo-Genoa,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2 , 1,1.8125,1.4375,1.42448821218944,1.459166428707386,1.0,1.875,1.0327955589886444,1.3601470508735445
107,Torino-Verona,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1 , 1,1.625,2.0625,0.957427107756338,1.3889444433333775,1.25,0.9375,0.9309493362512627,0.7719024117939607
108,Napoli-Spezia,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,1 , 2,2.0625,1.0625,1.8062391868188443,0.9287087810503356,1.3125,1.9375,0.873212459828649,1.3400870618483465
109,Milan-Juventus,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,1 , 3,2.1875,1.1875,0.5439056290693574,1.0468205831628137,2.125,1.0,1.2583057392117916,0.7302967433402214
110,Benevento-Atalanta,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,0.0,1 , 4,1.1764705882352942,1.7647058823529411,0.8828430011649198,1.7149858514250884,2.411764705882353,1.3529411764705883,1.697749375254331,1.0571882797418486
